timestamp,timestamp,light_power
2017-02-23 13:00:00,2017-02-23 13:00:00,46.4486406417
2017-02-23 14:00:00,2017-02-23 14:00:00,49.5613261664
2017-02-23 15:00:00,2017-02-23 15:00:00,47.4612061889
2017-02-23 16:00:00,2017-02-23 16:00:00,41.1422987665
2017-02-23 17:00:00,2017-02-23 17:00:00,31.4065417867
2017-02-23 18:00:00,2017-02-23 18:00:00,23.0979139519
2017-02-23 19:00:00,2017-02-23 19:00:00,0.0
2017-02-23 20:00:00,2017-02-23 20:00:00,0.0
2017-02-23 21:00:00,2017-02-23 21:00:00,0.0
2017-02-23 22:00:00,2017-02-23 22:00:00,0.0
2017-02-23 23:00:00,2017-02-23 23:00:00,0.0
2017-02-24 00:00:00,2017-02-24 00:00:00,0.0
2017-02-24 01:00:00,2017-02-24 01:00:00,0.0
2017-02-24 02:00:00,2017-02-24 02:00:00,0.0
2017-02-24 03:00:00,2017-02-24 03:00:00,0.0
2017-02-24 04:00:00,2017-02-24 04:00:00,0.0
2017-02-24 05:00:00,2017-02-24 05:00:00,0.0
2017-02-24 06:00:00,2017-02-24 06:00:00,0.0
2017-02-24 07:00:00,2017-02-24 07:00:00,0.0
2017-02-24 08:00:00,2017-02-24 08:00:00,0.0
2017-02-24 09:00:00,2017-02-24 09:00:00,0.0
2017-02-24 10:00:00,2017-02-24 10:00:00,29.752401661
2017-02-24 11:00:00,2017-02-24 11:00:00,29.4429709499
2017-02-24 12:00:00,2017-02-24 12:00:00,39.9085628555
2017-02-24 13:00:00,2017-02-24 13:00:00,46.7973690658
2017-02-24 14:00:00,2017-02-24 14:00:00,49.8314737981
2017-02-24 15:00:00,2017-02-24 15:00:00,47.7663577798
2017-02-24 16:00:00,2017-02-24 16:00:00,41.5655532284
2017-02-24 17:00:00,2017-02-24 17:00:00,32.0271848166
2017-02-24 18:00:00,2017-02-24 18:00:00,24.0828212252
2017-02-24 19:00:00,2017-02-24 19:00:00,0.0
2017-02-24 20:00:00,2017-02-24 20:00:00,0.0
2017-02-24 21:00:00,2017-02-24 21:00:00,0.0
2017-02-24 22:00:00,2017-02-24 22:00:00,0.0
2017-02-24 23:00:00,2017-02-24 23:00:00,0.0
2017-02-25 00:00:00,2017-02-25 00:00:00,0.0
2017-02-25 01:00:00,2017-02-25 01:00:00,0.0
2017-02-25 02:00:00,2017-02-25 02:00:00,0.0
2017-02-25 03:00:00,2017-02-25 03:00:00,0.0
2017-02-25 04:00:00,2017-02-25 04:00:00,0.0
2017-02-25 05:00:00,2017-02-25 05:00:00,0.0
2017-02-25 06:00:00,2017-02-25 06:00:00,0.0
2017-02-25 07:00:00,2017-02-25 07:00:00,0.0
2017-02-25 08:00:00,2017-02-25 08:00:00,0.0
2017-02-25 09:00:00,2017-02-25 09:00:00,0.0
2017-02-25 10:00:00,2017-02-25 10:00:00,27.2075265915
2017-02-25 11:00:00,2017-02-25 11:00:00,30.178985376
2017-02-25 12:00:00,2017-02-25 12:00:00,40.3994629892
2017-02-25 13:00:00,2017-02-25 13:00:00,47.1443238619
2017-02-25 14:00:00,2017-02-25 14:00:00,50.1009354485
2017-02-25 15:00:00,2017-02-25 15:00:00,48.0695313384
2017-02-25 16:00:00,2017-02-25 16:00:00,41.9845301419
2017-02-25 17:00:00,2017-02-25 17:00:00,32.6395280422
2017-02-25 18:00:00,2017-02-25 18:00:00,25.0465392825
2017-02-25 19:00:00,2017-02-25 19:00:00,0.0
